gene	Top	p.value	FDR	logFC.Astocyte	logFC.Immune.cell	logFC.Neoplastic	logFC.Oligodendrocyte	logFC.OPC	logFC.Vascular
ENSG00000164406	3958	0.02085649454609082	0.04917158022073907	0.1564943086631423	-1.1551593656566141	-0.02669428841728627	0.11586474651183454	-0.45040782912019073	-0.2152725261975761
ENSG00000185515	3958	0.17504641165421275	0.2660007171042705	0.8912700820319496	0.8743258341749728	0.7079248538006437	0.8182134222826131	0.9568416022786551	1.2380855054475413
ENSG00000178199	3959	0.020892626431051924	0.0492334844305035	-0.07810287757222101	-1.037265141787425	0.19131009858962722	0.1407194338820954	-0.4109074440383642	0.41438429792944786
ENSG00000132554	3960	0.25991107833556654	0.36273695326914457	-0.5176377441446635	0.03620832294002284	-0.1428342217479437	0.10982982214636712	-0.22565549139901736	-0.05350241800389641
ENSG00000235316	3960	0.020893099922620315	0.0492334844305035	0.24455170426358455	-1.1033578193712597	0.2690783827616674	0.30942233328889773	0.14447839405360668	-0.057888965186987884
ENSG00000123983	3961	0.1299888913197034	0.21071339532153627	-1.5985818710293072	1.438258313396084	0.15644045679361396	0.27641280598816653	-0.8214862565998247	-0.5512114028497943
ENSG00000205592	3961	0.021022667207390152	0.04949361501430662	-0.14919439194635659	-0.18948870880573204	-0.07447841435068053	-0.17065323604837118	-0.11917682107916741	0.03291508862804127
ENSG00000102178	3962	0.12029210288226785	0.19809959437390204	1.0446816777837793	1.4035392763159327	-0.03435475162465629	1.2487355250050074	0.5769065643433922	1.505773782357529
ENSG00000108423	3962	0.021077113078036683	0.049601588617117484	-0.0734415471714307	-0.9289822912707426	-0.0803949005793565	0.06387012493774602	-0.34151250966342506	0.2771819207610231
ENSG00000174442	3962	0.1896099380295934	0.2834418355149127	0.9458963537874101	0.16905085832528188	0.45735638666474393	1.233679250035805	0.9001759988114862	0.2721731325345167
ENSG00000276293	3962	0.10242812567888056	0.17462157867021885	1.544464047205122	1.597587596426889	1.0339540125818967	1.5005037442309725	0.3560871653208233	1.0245317160012501
ENSG00000204611	3963	0.02116089914375061	0.049749549247035486	-0.35115155701588274	-0.8839394089409842	-0.0935674423384596	0.11069521287987416	-0.39411150583339816	0.14374963105090566
ENSG00000080189	3964	0.26059925506395865	0.363362288153277	-1.355137934203338	-0.22298809091376603	-0.6361228452148238	-0.6885492974664444	-0.27625916682250473	-0.4205745760307742
ENSG00000147164	3964	0.14141508826620158	0.22494344754524634	1.0424913287880146	0.6400957476332111	0.5894453021104941	1.1302481761219632	0.7273456271009384	0.8600673264138949
ENSG00000077713	3965	0.1899199176593413	0.28384575756563124	0.42103458858845166	0.5116708474246371	0.2754875700370465	1.0876423097102703	0.26604667460188836	0.6078216240023631
ENSG00000103995	3965	0.030598513934125483	0.06718962913565739	-0.5812643268454909	-0.5590037647558928	-0.1282889459542822	0.3518458312197206	-0.1713731546860391	0.19746541726448982
ENSG00000237765	3966	0.06474427004137674	0.12257527076542914	1.13547673640175	1.6330953735654297	0.389934869140238	0.7416836025222573	1.2239723511047267	0.8916558968788144
ENSG00000119681	3968	0.19780333819462945	0.29354585250312587	0.3497640024467331	-0.235078224545368	0.32044473425476994	0.5008398705675754	0.4829484018288845	-1.3486373030568006
ENSG00000155100	3968	0.07528630465635827	0.13758789069912952	1.1797600950600917	1.2321659330512973	0.78716486755009	1.15332002117484	1.0557985431760133	1.1695512801634518
ENSG00000162636	3968	0.12907434012526545	0.20954027031482186	0.888419182925184	-0.13631467255287189	0.9284440982470852	1.0823604668273592	0.6119927273534829	0.8936068093892761
ENSG00000107404	3969	0.08708797372672464	0.153894595642137	1.2486128219579866	1.3454490070270388	0.9007762469122141	0.8453638483306726	1.086357831742332	1.2828885231476064
ENSG00000126561	3969	0.021272266401557795	0.049976595091498065	0.05812785317550174	-0.8536199267717711	-0.0036415911952563666	0.18117994882269478	-0.09457764696242538	-0.34820393812085737
ENSG00000169733	3969	0.13043182556466945	0.21119154240323618	0.6338917419422953	0.5976869341209361	0.26251608329404397	0.9260231238126214	0.5257438120377775	0.9615869431088134
ENSG00000198155	3971	0.14988938107991862	0.23538025483041902	1.320861308216531	0.47398354650629765	1.1329027960254834	1.2599841248022812	0.8760017090289907	0.6266759179579482
ENSG00000064545	3972	0.09549750358549232	0.16513640279570288	1.1172832653791072	1.5948771276755793	0.8340694756110698	1.5523612669617974	0.9037141747253417	1.1923376656840268
ENSG00000070495	3972	0.02137123425981824	0.05014493286049411	0.36213864425952047	-1.3241650587429818	-0.29420005096641244	-0.3420986959287098	-0.2563819214481411	-0.5555940827276986
ENSG00000116580	3973	0.19119316988294668	0.2855394071088519	-0.7519360858533424	-0.22847196568430259	-0.6813526393948668	1.3774742428460225	0.0626307709286893	0.3567712054672376
ENSG00000196689	3973	0.021377481536525994	0.05015134680651472	-0.4691284086884169	-1.123675339286951	0.1669383952853365	0.21100945101220692	-0.5267921599731347	0.026113753682794453
ENSG00000134444	3975	0.11864261961709777	0.19597108086967208	1.0339107532152076	0.7684208155527936	1.3189478038346012	0.8345052750409978	1.0701274108006398	1.4022166038217898
ENSG00000115568	3976	0.09848058284887048	0.16918793440080987	1.4117538900000364	1.3116050773825496	0.9487945731699985	1.2809256214128524	1.1825826285734524	1.2488796367276613
ENSG00000144061	3976	0.09387790913799579	0.16306673933632881	-0.6853736795448466	-0.8290743807247762	-0.7389112959347872	-0.5212620090873494	-0.44397542768940457	-0.2484797340803917
ENSG00000146966	3978	0.19202691221237703	0.2864548618318622	0.2606570180297938	-0.5176823939236139	-0.21554839079553778	0.838337331483193	-0.09184094152996325	0.28998628006638016
ENSG00000084652	3979	0.2628598471917336	0.36570802212375614	1.8286448479319328	1.2372084533523104	-0.09678684862425779	1.2318950712243126	0.46622377679580623	-0.1615459686069971
ENSG00000101017	3980	0.20008078414863215	0.29608636932643095	-0.14305129604312922	-0.1943841575491631	0.34213302438125626	0.33442401772935076	0.2287377806911977	-1.1974586835504828
ENSG00000169607	3981	0.02169589458088828	0.05076483661524892	-0.220218048981337	-0.4488896339675994	-0.190401197527441	-0.17361251854716375	-0.01566108921426257	-0.25729739719859757
ENSG00000064933	3982	0.19286866691589613	0.28744016736875694	0.16675257047739134	0.6341007602400133	0.5131510333150371	1.4473891621182537	0.08486994727874597	1.222952516856461
ENSG00000271278	3982	0.030109853749601383	0.06634114581167962	-0.7947089496804043	-1.0914667481909561	-0.2647173295727947	0.30586685480733866	-0.2846224128152812	-0.2662105490666926
ENSG00000104853	3983	0.09425004532545339	0.16351414816217288	-0.10405567666552118	2.11525239886317	1.239335871256205	1.5983355282449743	0.6697727894106804	2.018483739769569
ENSG00000141349	3983	0.18660441825486584	0.27988701783855613	-1.1888408250518268	-0.04147678638331653	-0.866606226649238	0.2451855458066703	-0.8879866685017683	-0.47085158933040105
ENSG00000118242	3985	0.021810578935131216	0.050999736753133657	-0.47813796945555653	-1.0131316819700746	-0.626586491192997	0.09883375379510338	-0.3161117723463387	0.31885724214512234
ENSG00000188352	3985	0.1676503229353221	0.25710465877896765	1.2110205925350968	1.1054309058433092	0.7651539878088249	1.442806737710015	1.0022296571535614	0.9629456305972147
ENSG00000039650	3987	0.1930553948889078	0.28762835608031123	0.6260722417495371	0.04186534369042616	0.23868795265994946	1.2121217177357595	0.6918003455990895	0.5152526845547218
ENSG00000100271	3987	0.08591680174849817	0.15252369544232763	1.3096074171975787	1.6759541045851134	1.1811422076644635	1.265745965176345	1.0800815105340575	1.4745704697287332
ENSG00000214753	3987	0.2375219852981813	0.33864262273108997	0.8056723306852076	0.46561597955017114	0.3517727024438071	0.7225830494837855	0.4405013976264084	0.6341767287251816
ENSG00000197461	3988	0.1595175603748196	0.24699437396721632	1.13370475045541	0.7828517944739074	-0.061952293565023187	0.4455776282930888	1.0556535182011728	0.5664451417841474
ENSG00000116473	3989	0.021893908292025758	0.051144313101814	0.48296255836792024	-1.8242063531817116	-0.24903492432392912	-0.7808595828698748	0.061442753774737964	0.4696107720415985
ENSG00000133119	3990	0.09658218419722929	0.16664488664058263	1.0596556464145481	1.3149886702767986	1.0033618328423057	1.254649982000816	1.313743664370107	1.357502466433782
ENSG00000255757	3993	0.14930387115879912	0.2347810905217717	-0.5265270880635415	0.4338933399004572	0.3342042822402378	0.5835178332482966	-0.6584343044049246	0.8265636101423615
ENSG00000166295	3995	0.021967164527624476	0.05130704292305421	0.19908062038272778	-1.0577428543146317	0.06130704955331723	0.6839246069436031	0.20485205968631526	-0.11302507939519835
ENSG00000198453	3995	0.2027614629573205	0.29918477833038726	0.7596394010377896	0.3127300829421995	0.8149710173615334	1.1958678595021182	0.6151130760387185	1.4300710672466124
ENSG00000227124	3996	0.15159971485548696	0.2372828961654091	0.10058293844432065	0.9984076086577932	0.6184832918938221	1.118107607418514	0.24628406088424956	0.6340727783678676
ENSG00000276550	3996	0.20330872633194746	0.2997214950275794	-0.23604995852914867	0.05972650560221393	-0.6670013246697801	-0.5111121512387173	-0.5995416600566161	-1.2158080084058325
ENSG00000142621	3997	0.1949524056617944	0.29003081988855445	0.22112722169981747	-0.32258759364802425	0.2780836603117871	0.6012843597294691	0.12822179158860791	0.4219337916713801
ENSG00000169241	3998	0.02201763739232475	0.05139969553494458	-0.38767066390421023	-0.9094833174599303	0.13054844289569534	0.5635957126288496	-0.40617940558470966	0.8899149966661892
ENSG00000101911	3999	0.22265404740671133	0.32211040124021795	1.2668659429141043	0.6241539311850585	0.24838094889045223	1.0061686688418707	1.0371527536702434	0.32425908367862044
ENSG00000176438	4000	0.05638099670665378	0.10980024095975839	0.24878436378709434	-0.7560187232807274	0.6060274946500668	0.24737586547577228	0.3440690492244953	0.580480364626208
ENSG00000180155	4000	0.1543530391696708	0.24082651159474325	0.24155042049991504	1.1242268120905183	0.6444448026665434	0.059773856403901204	0.7770341441370492	1.236578969140155
ENSG00000283149	4001	0.17873602713472758	0.27061624220790986	0.15156062318061753	-0.3116803798483988	-0.09497022989550127	-0.17430118604845235	0.029179429842788176	-0.6769960363624945
ENSG00000128487	4002	0.20420605112113918	0.3007566781190816	0.0114344557554098	-0.5184158952118949	-0.12774422629727855	-0.7412038239029828	-0.03807205848468165	1.0823946183046025
ENSG00000134330	4002	0.022163831776536146	0.05165124998646032	-0.24478262066685505	-1.3170369854894926	-0.5271608494747384	0.5073156045654392	0.09415851066798897	-0.0940654024394707
ENSG00000205918	4002	0.1862200529668658	0.2794279663578717	-0.46275612725545484	-0.16307046963555671	-0.16244675918519397	-0.23455871442635723	-0.28594869770824016	-0.0405783681475352
ENSG00000085840	4003	0.022165200460104357	0.05165124998646032	-0.16100171987064646	-0.6229132391838796	-0.16927531972468712	-0.2410738153166223	-0.16143111496959017	-0.2272755936208365
ENSG00000148362	4003	0.1319878534860039	0.2131307424828299	1.3512055843534645	1.264394717087861	-0.357731936396279	1.2055321012487947	1.0227000046377615	1.1460239183297862
ENSG00000174851	4003	0.1022786219123755	0.17441132264699347	-0.30989129055212983	1.020197271817636	-1.4002072956611298	0.10470549116244454	-1.0416483914484362	-1.7450156000802686
ENSG00000186153	4004	0.03640415100043218	0.07714869298131677	0.4425056286388802	2.0437944997410398	1.0210519065397095	0.7313568602941312	0.5676651869893137	1.6061907640948545
ENSG00000205763	4005	0.07106503738457001	0.1316261716311923	1.0783382469480824	1.5206108495475368	0.2977530078831312	1.2710459480174998	0.7692116522782614	1.3114514488809879
ENSG00000174306	4006	0.26740558522561575	0.37008435158782255	-1.452081827250555	1.053036400266687	-0.39932686089962166	0.9535355828646166	0.23215999552191047	0.45968308017530957
ENSG00000176495	4006	0.06606257045756445	0.12464125157181988	0.16630788153169718	0.6712124784346526	0.5499837224057991	0.5545250518193142	0.3791669605156378	0.6247193191463762
ENSG00000061337	4007	0.20534215477772	0.3021804902714092	0.36072029163985775	-0.4585803626925644	-0.22397921858778824	0.487041400882968	0.24520548462138178	-1.5149800925134067
ENSG00000163491	4007	0.19625938069534576	0.29170156624645105	0.4880459894260358	0.38456402128768036	0.38014087179307937	0.661687748570116	0.39391550279633164	0.37110938799583737
ENSG00000256591	4007	0.022292663818817664	0.05193131886502115	-0.7143232519139575	-1.355992709382627	-0.6435908947288587	-0.40549121460821524	-0.6428263773028808	-0.38905439787003404
ENSG00000106105	4008	0.119422289003268	0.1969475544777254	1.4206390399343785	1.1692765623195158	-0.6394215825829748	1.4523808333155088	0.9832872885230646	1.304412279990716
ENSG00000118495	4008	0.10229662462255996	0.17442118304118964	0.3232160830936295	0.7110809792605476	1.4970625151204626	1.5116992258712991	1.2194573606199133	0.1522591774788502
ENSG00000129250	4008	0.022312622315023355	0.051967849921798356	0.18474435806409728	-1.063838981067375	-0.058713004174928425	0.34873215398644236	-0.45710237404840237	0.41044563598576245
ENSG00000130544	4008	0.10270010329664753	0.17496282816341013	0.11729422722818805	-0.012266017556754605	0.5839500372622941	0.9456205096440031	0.34813647544295945	0.9449532031498631
ENSG00000156136	4008	0.06054686912313989	0.11627899125330675	1.4598271415254915	1.498733560211389	1.2696689526380815	1.5494846839962326	1.3990539780255267	1.5578869287902994
ENSG00000143303	4009	0.12000639066520183	0.19772032944296727	-0.5990890958388176	-0.47554341305301934	-0.4820403296703503	-0.3595362199748543	-0.5240446166903158	-0.3140053884276743
ENSG00000198625	4009	0.022356315049188186	0.05204561812054525	-0.5502927646208624	-1.1217104303130663	-0.49737496941543385	-0.17583521686568293	-0.6953475593396856	-0.1020386624215659
ENSG00000076201	4010	0.06637337234685314	0.1250788412340421	0.4477186613735502	1.1605113936500175	1.0819399464914836	1.1499303725359291	0.6481234116359185	0.6634993550948192
ENSG00000167077	4011	0.022375183900109702	0.05208105019671654	0.19385243480209213	-0.7907569246887693	0.21195706838349093	0.2493764130921211	-0.10549704881998623	-0.17043935564791446
ENSG00000170473	4012	0.14807239710523962	0.23324548326708805	1.2140947579726462	0.7637144779733736	0.7116200831348536	1.4642209861261355	1.2651907191935685	1.052836746098289
ENSG00000215126	4012	0.20563862238214708	0.3024296813251299	0.962108369681365	0.3687226282326277	0.4744696222427977	0.6520513864139035	0.7347653295233545	1.271053848135307
ENSG00000106683	4013	0.022455344885799595	0.05223356218302113	0.28164236468618764	-1.1082982315480545	0.13696078609873918	0.36373439425570897	-0.0210967078120623	0.44152968156807537
ENSG00000165416	4014	0.19482662235241943	0.2898739060602609	0.7211922470946188	0.9006697781380235	1.0939374742779995	0.6738974457829361	0.7804193527639409	0.4174937724057828
ENSG00000113845	4015	0.055705772842508786	0.10872261668003937	1.787437197129025	2.2583463691711088	-0.05802242661011725	1.2373084295513181	1.3804514631539604	1.2930633346115652
ENSG00000108590	4016	0.08183064635401907	0.14669289316891665	1.2444225728602627	1.512082798537471	0.6322584103551125	1.11787700357133	0.6399896137557366	0.7810629735457264
ENSG00000121351	4017	0.20628870620842418	0.30319830127822456	0.06543716909263164	-0.4510468612339946	0.37396551809285183	0.30377841727446864	-0.09871496437245098	0.789500042836502
ENSG00000171497	4017	0.3054459305459848	0.41012509564278843	0.4489701014442904	0.8204779236682194	0.7258184547643256	1.0348731389626618	1.269617467801602	0.14042160933082926
ENSG00000196357	4017	0.1528005383508721	0.2388481090660385	1.4494588732525069	1.2669448989641299	1.0758013089671796	0.4063641284490278	1.0763704593103156	1.2855906224261326
ENSG00000145391	4018	0.022700065537747758	0.05269974551403282	-0.4030459428637929	-1.2878627171958237	-0.17734169163224678	-0.009668691770333027	-0.8098584360060874	-0.4435507984445355
ENSG00000241553	4018	0.19746708988215259	0.29316078363719195	1.1325310070251673	-0.9114754557869187	-0.06630987292163315	1.4782770903459144	0.7572965333636934	-0.4794061527864541
ENSG00000164038	4019	0.07680141854307043	0.13980189349129502	1.351231727451355	1.6385118364973326	0.9983347498877837	1.4823485695826508	1.0609875735332501	1.410176555469426
ENSG00000204176	4019	0.14885063934319573	0.23421289552920657	1.0340583631508766	0.6709558052728588	0.8942679490620961	0.4969425679653954	0.5465237487877224	0.9461064321221277
ENSG00000075223	4020	0.102051059920511	0.17404406479214404	1.5234127193622804	1.1835982642686198	1.593817563017432	0.4397894438329022	1.4911347647660669	0.47184223057130215
ENSG00000089154	4021	0.19527363927274313	0.29041790698550196	-1.0532789669347071	-0.43448110614300695	-1.006881178508474	0.00561137531337863	-0.6001219326455962	-0.5138740204505783
ENSG00000121281	4022	0.022740447701301913	0.05276086883952869	-0.06454871342230395	-1.1507477368064423	0.08941444448726332	-0.12381237618073682	-0.3619303676425736	-0.043589652310877636
ENSG00000102471	4023	0.02274118020743926	0.05276086883952869	0.6566850528254176	1.7267629683333905	0.679700287446072	-0.5459619128618902	0.5992544496384431	0.9893777855357496
ENSG00000141380	4023	0.1954350466847414	0.29059739778428106	-0.8417405595363583	-0.8462096552865352	-1.2574756263347542	-0.4361643191111844	-0.6908099801712111	-0.9183405237542361
ENSG00000185290	4023	0.11880487390789524	0.19614828979611207	0.6663165931262498	0.9084396305090205	-0.006033016619132026	0.6669242809719466	0.6653361207344056	0.941823327902517
ENSG00000158941	4024	0.1984369795133423	0.29414782595203703	0.8783035293897282	1.1226149277814532	0.38507521905607955	1.449979104943877	0.7022736972152801	0.646765334811636
ENSG00000174010	4024	0.09108302687981135	0.15933668864512165	-0.20038170896593968	-0.31727371761443046	-0.29136452270480073	0.1042140918981641	-0.19585912275496026	-0.6778128860967563
ENSG00000205309	4024	0.1308959895267761	0.21170294147486404	1.023081870570761	1.0892420340289677	0.8811493526807626	1.11547136045757	0.8862607309301717	1.280679695868569
ENSG00000113391	4025	0.06670001440323386	0.1254790174742793	1.261242899564891	1.9220383623327477	0.7105510853049599	1.0712335477572121	1.4289208329074077	1.6813712090999275
ENSG00000166452	4025	0.19871717367235542	0.2945265025779366	0.08374408772088948	7.288686382631582e-4	0.23827338733705927	1.082160797196865	0.17008089554476502	0.5273134189121036
ENSG00000198133	4025	0.3069534533438471	0.411800605280264	0.436927469002271	-0.05386654027002047	0.436846849269649	0.34796308131018105	-0.9512953547820023	0.7523867746007782
ENSG00000247077	4025	0.1647175196230274	0.2533419350839946	0.8547498697967367	-0.6234863465564797	0.3206059172500928	0.7536728642171795	0.5918037442277924	0.7601941275351174
ENSG00000187486	4026	0.19877248402939174	0.2945720818503221	0.25688740140733213	-0.16934769727108456	0.265446549868696	0.8452766518411783	-0.12838763700184597	0.5854567828712303
ENSG00000072133	4027	0.2082456808629258	0.30541929635751336	0.15149226155693496	0.7026096839285556	0.7522390224631681	1.042866322267482	0.4297056044893617	1.223526142959407
ENSG00000176994	4027	0.13321180990191167	0.21466999692107774	0.42156077439070994	-0.3574640160142861	0.8391424971821384	0.8531528309644587	0.5589058593031295	0.26717077259984845
ENSG00000248333	4027	0.21439303534992632	0.3129186822322833	1.048248813392858	-0.3710476693570737	-0.20916565151148148	0.5906959122920703	0.9018958002026279	0.08919890869194558
ENSG00000059691	4028	0.20824918322366148	0.30541929635751336	-0.06527004461203356	0.5584341657695819	0.9253147982946185	0.8531430242037357	0.915475330833952	1.4612194223463206
ENSG00000172339	4029	0.1884118582915451	0.2819998859100809	-0.06241702210935518	-0.4695230066419285	0.3547713213781787	0.10498761997737471	0.2577830621815913	0.7735163326722865
ENSG00000180488	4029	0.18067124705522886	0.27270735080576153	0.5418307831150231	-0.16276151445809273	0.9570025490335011	-0.3147989532367843	0.747295012320917	0.8376319000477763
ENSG00000189077	4031	0.08078222184030744	0.14530619437009556	0.08433250020376937	1.9196074395199503	0.5252086299064658	1.7213710563994227	1.0609219271795514	1.1136882579179337
ENSG00000141258	4032	0.20949397461044664	0.3070321840093369	0.30093580315107116	0.624784701836633	0.7584357650277884	1.1756984825993761	0.7020596734764342	1.3626915041228678
ENSG00000080839	4035	0.20972335061109332	0.30732868411418224	0.30225343234761315	-0.3825238347359794	0.09822861876374334	0.23746619195150354	-0.12161235944927284	0.8323078505895609
ENSG00000180479	4035	0.19971295323037797	0.2955855971384635	0.24121053202091303	0.48051904631663606	-0.08681625422355266	0.9736612019914865	0.003425030615882063	0.8468512834047203
ENSG00000197780	4035	0.30365290377995463	0.40825526522713756	0.7915322034071864	0.7662128727252484	-0.13080903938156596	0.619895394245347	1.0419844251492627	0.29430293149879705
ENSG00000270433	4035	0.023264763950548186	0.053822443438141875	-0.7170721493236463	-1.1552795272836152	-0.09523184499901327	-0.0801690435059399	-0.446868769460127	0.13965065806674515
ENSG00000104343	4036	0.19972167720894993	0.2955855971384635	0.715524836558973	0.07830471940664463	0.5007819239062212	1.34182038688977	0.6277688885150086	0.49897216392473065
ENSG00000100150	4038	0.11109754929784436	0.1858091541045386	0.46518656973324646	-0.4874268907699442	0.8867260994526838	0.7485384210562533	0.3439319309267832	0.9444716365744158
ENSG00000165359	4038	0.1605360550894888	0.24819444478902442	1.24306483366005	1.1232432240459789	1.2985707403187772	1.5271999277595303	1.0425784198353047	0.8200081428267448
ENSG00000176946	4038	0.10123844674605013	0.173051059928907	0.5293913195848678	1.2816950607919182	0.7448139740667126	1.3392340691180915	1.0218674519076367	1.4646250049829237
ENSG00000102858	4039	0.15711230534208542	0.24418531951738146	1.1682919609209226	0.042311765752468755	0.2764572566721193	1.3170145337151555	0.32399796513368884	0.8337837090057003
ENSG00000157916	4039	0.19726398331932107	0.29295066423022265	-0.5739121910535118	0.10360248243148851	-1.4054518573012338	0.30046604817910033	0.2937598126775651	-0.5114379465919963
ENSG00000178636	4040	0.19744060538641545	0.29315195679603745	-0.11726476296550281	0.41905597131248506	0.6063865850323813	0.44663971635509037	0.020508882206386136	0.5139690876542786
ENSG00000188234	4040	0.10562889086811733	0.17888480770771695	0.29147280595923997	1.0236512594442333	1.2411778525732449	1.2546233700821328	0.6889037883479241	1.372938734585242
ENSG00000223820	4040	0.10933575187356016	0.1837120677756491	0.052319291240720434	0.9012225408126818	0.824800967873023	0.9552384276695662	0.4240337385543007	0.5015334501399475
ENSG00000012048	4041	0.02342698379068899	0.0540619789239295	-0.13143395045423656	-0.9727628341047487	-0.43874557698524663	-0.39814443660863974	-0.334887370009914	-0.3878504567673926
ENSG00000116525	4041	0.1339013320994232	0.2155134994423847	1.0288575749945479	0.9615156862021454	0.8609032255575035	0.3348190319345308	-0.4463989315465	0.9055677604385475
ENSG00000203499	4042	0.1562926141338541	0.24324113853805468	0.01853665655781045	-0.4595279816018829	0.17994717762496348	0.6396995925465205	-0.06082071489622721	0.01984614290418252
ENSG00000090447	4043	0.1168313154510771	0.1934772356398396	0.5753071225639976	-0.5226728329619177	0.6750802118261112	0.592315836029579	0.28990181636940626	0.7791264455307411
ENSG00000134815	4044	0.11892280666232412	0.19627357279317773	1.066700330686926	0.39422881943359334	0.6749666678489212	1.086763984896283	0.9511307967399389	1.188982714493813
ENSG00000096746	4045	0.27546707039547963	0.37885908207438995	1.5893880253017845	0.5848753527354504	0.5090411202014611	0.7783078467576918	0.11674707259020643	-0.16560356082246175
ENSG00000129116	4045	0.20145042908306113	0.2977427745989988	-0.5161165303665056	-0.07164636796377932	-0.39262674236450446	1.1155531744034857	-0.11102877891022578	0.7014095844805195
ENSG00000116157	4047	0.21138529519198546	0.30909766604602074	0.13262633224706033	-0.12400069760521593	-0.47104110647039016	0.2490755155033875	-0.21614855716129733	-1.0360066230911842
ENSG00000182544	4048	0.2016331130891327	0.29795107393324266	0.30630541940882994	1.1695381008436818	0.5577684738359956	1.8410408148270285	0.5795585903400262	0.7314913772175793
ENSG00000130640	4049	0.09100957821045128	0.1592849126984676	0.5621303219560884	-0.6574113046086771	1.3717580272361047	1.4010048466131892	0.7088879001758639	1.4625385913777424
ENSG00000198873	4049	0.14034168978627026	0.223659774265234	1.1942640950736678	0.9081201594311309	1.045416483777372	1.1446021117226608	0.9882726974841012	-0.7252245861490219
ENSG00000073350	4050	0.023669012143191795	0.05449714636550678	-0.08099658382333907	-0.933257248298582	0.4349520427091995	0.225502213279545	0.13541090494836117	0.18192165679976366
ENSG00000122970	4051	0.20195111922954212	0.2982974567694562	0.003241493766879433	0.3662522861160049	0.07274780082960053	1.2492447719300313	0.2855400080514432	0.7553636858178856
ENSG00000130119	4052	0.09359421133928691	0.16273238865216735	-0.8233349300708062	-0.9280422933105941	-0.2888137383964269	0.1743265848244011	-0.7248118834032686	-0.041355378053990366
ENSG00000167483	4052	0.023688702288074313	0.05453368512220721	-0.11941823834431053	-0.8171915483848529	0.41768762997086517	-0.5716433001971133	-0.1348066525140803	0.07199268493144695
ENSG00000169641	4053	0.20296705578992225	0.299426231244399	-0.03617731249503109	-0.5405174626272882	0.05418836292290319	1.5308076031214648	0.3796427814064567	-1.1701261372076732
ENSG00000277791	4053	0.1771248625598246	0.2686158232419271	1.5234438244254818	1.28641529860259	-0.5494519652227998	1.1965995496564266	0.934446356863829	-0.9517973076131865
ENSG00000119917	4054	0.31295646782100384	0.4179683414624486	-0.8061765102215619	-0.15694820583630786	-0.1665371511397331	-0.25750243356631475	-0.9072128772075618	-0.44203424814288605
ENSG00000100380	4056	0.02388488979545109	0.054905626034864444	0.4612932074543137	2.2356760010410244	1.2782217243074507	-0.7278184095153355	1.2243925716159794	0.8329270606387712
ENSG00000112425	4056	0.15670624920970258	0.2437241959276207	-0.49136351368440323	-0.5602484112594095	-0.2877171332606281	-0.10908843580172678	-0.5269552534103052	0.1695981758121392
ENSG00000131044	4056	0.1250784276509159	0.20454220873757134	0.6179524361490987	-0.44979851417553274	0.6075633472183586	0.6476427197236807	0.3894075950742628	0.2029413422246904
ENSG00000181555	4056	0.20331419567414166	0.2997214950275794	0.13262588648653661	0.6045672087666589	0.8048971643573812	1.4782710384863613	0.1923086383693673	0.18034386904111566
ENSG00000112309	4057	0.11031935301493209	0.1848542058678241	0.7214804493588698	1.586396373881424	0.7119697399498328	1.4126896600029228	-0.2843500957707077	1.6237850995638312
ENSG00000136868	4057	0.0239054497008009	0.05494403922375704	-0.14334438633205737	-1.5381109437790048	-0.050885910612767926	0.6929650274542869	-0.24039636063974748	0.20704434470254984
ENSG00000184986	4057	0.25918613042121175	0.36193754422287	0.5721378416414185	0.5841695193202601	0.1569778054720502	-0.13262757754260768	-0.8727533998567751	0.5847799603363257
ENSG00000116604	4058	0.16397336045903899	0.2523605535725537	0.9519406039740207	-0.6378099446381253	0.6801816431655345	0.9323288526065652	0.2070856546319657	-0.7512698016607564
ENSG00000172478	4059	0.20419502407014004	0.3007566781190816	0.1078509270706911	0.19960846876409655	0.2822680521053353	0.4895608559784041	0.16483035674037144	0.4239128935988833
ENSG00000196704	4059	0.1642086508194771	0.2526954256761614	-0.9579339770845725	0.4855925764019604	0.2735450723621158	1.4734868189883468	1.1202198461661257	1.6620155176464262
ENSG00000144659	4062	0.20441173167228202	0.3009664376066104	0.38604221653259785	1.2494743223274543	0.3004724234063145	1.604600291676434	0.42987595373724563	0.29784911710003925
ENSG00000166762	4064	0.1770084464344348	0.2684847562124004	0.5230431477340813	-0.07028875045826766	0.7896969749973506	0.6192893466873997	0.42662830193640966	0.9796968875989951
ENSG00000090316	4065	0.12458405957013875	0.20387391449720135	1.2336041648236198	0.2541680505310828	1.2194122892533512	1.6111262330632037	1.2544782708009823	1.6828886067353004
ENSG00000112312	4066	0.15472267458112676	0.2412977200935776	-0.7965455484743971	1.2723195262634226	-0.02018323136656508	1.5630161964891005	1.265028615344459	1.015854515308487
ENSG00000185739	4066	0.02415361129303147	0.055487605663196216	0.13486696281768729	-0.6995119423155409	0.13276660640950455	0.31265951717283336	0.07237085557211675	0.38411668501919644
ENSG00000100697	4067	0.16114262598574186	0.24905129406545684	0.4946186108457744	1.4007341449520383	1.177041391545376	-0.46819228734788704	1.481876932631798	1.4984220064131764
ENSG00000102383	4067	0.17062548059563148	0.26063115202712417	0.24736209649089025	0.8994040362932361	0.33449940350963425	0.7190650509376058	0.06859962596095581	1.0756422415587885
